seed	H	W	C
4773	62	75	6
4774	34	78	5
4775	13	90	6
4776	43	94	3
4777	87	18	4
4778	94	21	6
4779	14	42	6
4780	26	25	5
4781	22	54	6
4782	43	62	6
4783	86	99	5
4784	70	34	5
4785	27	34	2
4786	28	24	6
4787	12	93	3
4788	73	10	2
4789	27	38	6
4790	20	69	4
4791	93	72	3
4792	75	82	5
4793	52	51	2
4794	98	71	3
4795	52	11	2
4796	25	48	6
4797	56	44	2
4798	34	72	5
4799	64	79	2
4800	52	47	5
4801	78	80	2
4802	24	31	6
4803	28	33	4
4804	22	12	3
4805	56	95	5
4806	45	88	3
4807	94	20	5
4808	36	20	5
4809	36	93	3
4810	43	18	4
4811	74	26	6
4812	35	48	2
4813	44	66	2
4814	42	13	2
4815	16	27	3
4816	31	44	4
4817	68	37	4
4818	16	26	2
4819	98	25	2
4820	86	98	2
4821	15	68	3
4822	89	54	3
4823	46	75	5
4824	29	52	2
4825	66	81	4
4826	76	62	2
4827	40	11	3
4828	53	74	3
4829	44	17	5
4830	22	70	5
4831	13	100	5
4832	65	98	4
4833	41	62	6
4834	58	97	5
4835	80	26	3
4836	62	22	3
4837	64	78	4
4838	16	99	4
4839	74	15	4
4840	10	15	6
4841	10	23	6
4842	91	12	2
4843	28	87	4
4844	98	48	2
4845	47	96	4
4846	38	51	4
4847	92	47	2
4848	90	46	5
4849	24	58	3
4850	15	12	5
4851	31	74	4
4852	31	42	2
4853	67	56	4
4854	14	91	4
4855	100	26	6
4856	54	65	4
4857	46	36	6
4858	46	89	4
4859	60	93	6
4860	48	31	3
4861	49	96	5
4862	33	88	2
4863	32	71	3
4864	42	87	5
4865	86	63	5
4866	74	25	5
4867	75	40	3
4868	21	32	2
4869	90	66	3
4870	98	37	6
4871	83	38	3
4872	48	100	3
4873	84	92	6
4874	98	98	3
4875	48	28	3
4876	98	26	2
4877	96	61	2
4878	81	44	5
4879	34	50	4
4880	21	46	3
4881	53	94	2
4882	88	70	6
4883	48	99	4
4884	37	42	5
4885	75	76	3
4886	70	24	3
4887	54	69	5
4888	53	52	2
4889	23	16	5
4890	19	60	2
4891	68	17	5
4892	74	65	3
4893	78	89	3
4894	74	46	2
4895	76	11	3
4896	84	26	5
4897	35	44	6
4898	38	14	6
4899	26	47	3
4900	66	88	3
4901	64	53	4
4902	64	76	2
4903	40	85	6
4904	94	21	4
4905	30	81	6
4906	60	51	2
4907	65	96	4
4908	88	11	2
4909	51	50	6
4910	90	89	5
4911	56	23	6
4912	28	37	4
4913	77	100	3
4914	33	82	6
4915	54	62	3
4916	75	36	3
4917	45	12	2
4918	41	40	6
4919	38	32	4
4920	89	82	3
4921	38	48	2
4922	60	38	2
4923	49	98	2
4924	98	93	6
4925	58	33	4
4926	83	34	5
4927	49	60	3
4928	96	93	6
4929	57	40	4
4930	14	39	5
4931	89	14	5
4932	65	72	3
4933	32	45	5
4934	38	11	6
4935	49	22	6
4936	58	65	4
4937	30	55	4
4938	51	42	4
4939	52	43	4
4940	98	32	6
4941	73	46	2
4942	79	24	6
4943	29	74	6
4944	70	85	6
4945	27	74	6
4946	98	85	5
4947	78	44	6
4948	68	78	2
4949	67	86	6
4950	12	53	4
4951	35	92	4
4952	32	33	6
4953	96	53	2
4954	78	92	4
4955	98	90	3
4956	17	92	2
4957	58	92	5
4958	62	52	3
4959	74	47	2
4960	88	53	2
4961	69	60	5
4962	56	93	2
4963	68	88	5
4964	16	63	2
4965	66	80	4
4966	79	64	6
4967	90	43	3
4968	40	68	4
4969	13	20	3
4970	54	53	5
4971	54	25	3
4972	52	40	3
4973	45	44	2
4974	28	61	5
4975	34	99	3
4976	17	48	3
4977	42	55	4
4978	42	13	4
4979	39	86	2
4980	46	84	3
4981	42	37	5
4982	84	27	6
4983	94	31	3
4984	90	76	5
4985	57	62	5
4986	72	64	3
4987	59	28	2
4988	16	49	6
4989	34	65	2
4990	11	18	4
4991	81	84	2
4992	24	83	5
4993	28	84	3
4994	23	32	2
4995	29	72	5
4996	42	91	2
4997	68	88	5
4998	61	14	5
4999	16	86	5
5000	26	63	5
5001	43	50	2
5002	51	86	2
5003	52	63	6
5004	85	78	5
5005	62	98	5
5006	57	14	3
5007	18	95	5
5008	82	24	6
5009	18	27	5
5010	54	77	4
5011	47	96	2
5012	52	29	2
5013	13	24	4
5014	93	54	4
5015	52	71	5
5016	42	49	2
5017	30	75	4
5018	36	32	2
5019	47	36	2
5020	66	35	2
5021	56	70	6
5022	39	92	2
5023	74	13	4
5024	33	22	3
5025	30	59	2
5026	22	72	3
5027	82	74	6
5028	41	94	6
5029	60	46	4
5030	94	11	5
5031	64	62	6
5032	80	100	5
5033	16	88	4
5034	54	17	2
5035	24	49	6
5036	14	69	3
5037	44	65	2
5038	86	97	2
5039	12	84	2
5040	44	72	4
5041	28	77	4
5042	12	87	6
5043	50	52	3
5044	15	14	5
5045	73	94	4
5046	51	80	2
5047	65	14	5
5048	62	78	6
5049	17	30	4
5050	64	63	4
5051	79	98	3
5052	17	90	4
5053	12	24	3
5054	65	76	6
5055	93	98	6
5056	88	79	6
5057	32	35	5
5058	62	75	3
5059	84	68	5
5060	92	99	5
5061	82	75	6
5062	24	88	6
5063	72	68	5
5064	68	41	4
5065	100	53	5
5066	20	15	5
5067	22	70	4
5068	10	73	5
5069	29	54	4
5070	32	40	5
5071	72	77	5
5072	67	38	2
5073	56	58	6
5074	75	42	6
5075	68	82	2
5076	97	48	5
5077	98	20	3
5078	69	22	6
5079	49	56	6
5080	84	45	3
5081	30	15	3
5082	71	18	3
5083	42	26	6
5084	84	47	6
5085	94	89	6
5086	94	20	6
5087	65	18	5
5088	40	66	4
5089	59	26	2
5090	99	40	2
5091	55	88	5
5092	64	69	5
5093	86	70	2
5094	82	89	5
5095	48	94	3
5096	87	64	6
5097	91	74	4
5098	12	42	6
5099	10	70	6
5100	38	30	5
5101	90	59	5
5102	96	35	3
5103	86	51	4
5104	40	86	3
5105	34	88	3
5106	21	92	2
5107	100	79	3
5108	36	19	6
5109	20	81	5
5110	56	38	5
5111	37	52	4
5112	10	55	2
5113	10	89	4
5114	19	68	4
5115	56	14	6
5116	99	98	4
5117	70	18	4
5118	54	17	5
5119	89	48	3
5120	55	100	5
5121	75	16	3
5122	50	53	5
5123	57	76	5
5124	16	96	3
5125	28	72	6
5126	73	60	5
5127	53	56	4
5128	46	96	3
5129	99	22	3
5130	55	100	6
5131	82	55	4
5132	30	57	6
5133	58	40	5
5134	39	28	5
5135	79	86	2
5136	54	90	4
5137	36	29	4
5138	76	47	6
5139	47	84	4
5140	49	40	4
5141	41	26	5
5142	41	42	3
5143	68	38	2
5144	10	83	3
5145	66	79	6
5146	22	43	2
5147	55	72	2
5148	43	42	4
5149	73	66	5
5150	27	44	2
5151	78	26	3
5152	64	62	4
5153	86	33	5
5154	55	58	2
5155	97	74	2
5156	99	40	3
5157	45	40	3
5158	18	89	4
5159	19	38	2
5160	30	77	6
5161	83	66	4
5162	93	36	3
5163	79	78	4
5164	52	78	2
5165	48	89	6
5166	14	19	3
5167	81	94	6
5168	47	66	2
5169	23	80	2
5170	18	79	5
5171	24	85	2
5172	48	93	6
5173	65	68	6
5174	24	20	3
5175	28	71	4
5176	47	48	6
5177	55	20	5
5178	90	17	2
5179	16	20	3
5180	68	54	3
5181	93	72	6
5182	68	62	3
5183	34	81	6
5184	65	24	3
5185	59	78	2
5186	36	23	2
5187	60	40	3
5188	98	37	2
5189	59	78	2
5190	74	73	3
5191	54	29	5
5192	24	64	6
5193	74	65	2
5194	88	86	6
5195	82	37	6
5196	85	38	6
5197	46	94	2
5198	93	92	2
5199	28	79	6
5200	39	96	6
5201	19	64	3
5202	27	96	3
5203	42	79	5
5204	93	66	3
5205	86	51	2
5206	39	84	5
5207	26	44	4
5208	97	16	4
5209	65	82	6
5210	83	16	2
5211	28	79	4
5212	74	64	6
5213	17	56	5
5214	74	69	5
5215	63	48	6
5216	40	90	6
5217	27	28	3
5218	32	29	4
5219	42	21	5
5220	52	99	6
5221	20	77	6
5222	53	80	5
5223	81	62	6
5224	54	62	4
5225	14	41	5
5226	59	38	4
5227	63	78	2
5228	26	63	4
5229	78	89	3
5230	72	83	4
5231	71	30	4
5232	28	61	3
5233	70	53	4
5234	40	86	6
5235	60	76	5
5236	24	82	3
5237	45	40	6
5238	70	52	5
5239	62	98	2
5240	59	30	5
5241	77	50	6
5242	38	64	5
5243	98	66	5
5244	76	13	2
5245	74	100	6
5246	71	54	2
5247	30	29	2
5248	94	15	6
5249	32	48	3
5250	14	57	3
5251	12	35	5
5252	88	65	2
5253	39	64	6
5254	12	85	6
5255	66	39	6
5256	65	46	4
5257	38	78	4
5258	27	88	4
5259	17	24	6
5260	95	100	3
5261	74	67	6
5262	57	70	4
5263	14	95	3
5264	74	68	6
5265	55	12	4
5266	89	86	3
5267	38	25	5
5268	65	32	2
5269	36	29	3
5270	22	53	4
5271	58	17	4
5272	65	26	5
5273	71	38	6
5274	56	42	6
5275	19	72	5
5276	10	28	4
5277	60	61	6
5278	94	25	2
5279	52	76	5
5280	89	100	3
5281	62	77	6
5282	30	49	5
5283	71	32	2
5284	37	34	4
5285	28	39	4
5286	31	90	6
5287	58	24	5
5288	86	43	6
5289	67	98	6
5290	29	76	3
5291	70	76	4
5292	22	34	6
5293	69	62	5
5294	70	98	5
5295	53	12	5
5296	28	49	5
5297	68	19	6
5298	30	85	4
5299	87	56	4
5300	60	79	5
5301	38	95	3
5302	28	24	4
5303	33	28	4
5304	86	60	3
5305	37	92	3
5306	62	58	3
5307	16	97	5
5308	67	90	4
5309	42	81	2
5310	70	55	6
5311	12	99	5
5312	96	61	3
5313	100	83	5
5314	16	50	2
5315	63	12	2
5316	58	41	3
5317	48	23	6
5318	74	46	5
5319	90	45	4
5320	46	34	5
5321	78	73	2
5322	16	83	6
5323	99	48	6
5324	17	80	6
5325	35	22	5
5326	61	20	3
5327	33	56	4
5328	46	23	5
5329	31	14	6
5330	69	80	5
5331	48	10	2
5332	45	58	6
5333	22	59	3
5334	55	66	5
5335	10	84	2
5336	68	36	2
5337	16	71	6
5338	51	40	3
5339	11	82	6
5340	28	96	4
5341	38	47	5
5342	63	14	5
5343	95	60	3
5344	76	87	4
5345	95	12	5
5346	62	13	5
5347	42	25	2
5348	33	80	2
5349	92	36	4
5350	93	32	4
5351	73	32	5
5352	59	28	3
5353	36	49	4
5354	41	86	5
5355	58	47	4
5356	87	38	3
5357	69	24	2
5358	39	90	2
5359	71	30	4
5360	20	56	6
5361	54	43	6
5362	47	64	6
5363	96	16	5
5364	72	28	4
5365	97	44	4
5366	92	76	2
5367	82	19	5
5368	45	100	4
5369	95	62	3
5370	18	95	5
5371	17	30	5
5372	32	51	4
5373	96	88	4
5374	10	55	2
5375	79	14	6
5376	56	11	2
5377	30	75	3
5378	27	34	2
5379	83	26	3
5380	76	36	3
5381	91	90	2
5382	38	26	6
5383	39	10	6
5384	54	17	6
5385	61	48	5
5386	30	19	3
5387	64	23	3
5388	97	32	6
5389	98	83	6
5390	91	28	4
5391	97	44	5
5392	12	49	2
5393	77	76	3
5394	84	68	2
5395	14	63	5
5396	36	18	5
5397	72	35	4
5398	16	67	6
5399	28	81	4
5400	34	65	4
5401	80	11	6
5402	85	68	4
5403	70	33	2
5404	39	12	4
5405	53	34	3
5406	45	20	4
5407	75	82	4
5408	43	100	2
5409	84	55	4
5410	14	15	4
5411	34	93	4
5412	34	10	5
5413	72	21	4
5414	54	76	3
5415	11	32	5
5416	97	14	4
5417	92	46	3
5418	39	92	2
5419	30	25	6
5420	86	35	5
5421	84	78	3
5422	98	96	6
5423	91	72	5
5424	50	97	5
5425	75	58	2
5426	14	98	5
5427	26	44	2
5428	74	93	5
5429	16	88	2
5430	98	37	5
5431	77	50	5
5432	86	77	4
5433	58	13	4
5434	46	46	3
5435	36	14	3
5436	77	74	5
5437	80	77	3
5438	83	46	5
5439	94	56	5
5440	42	16	4
5441	48	77	6
5442	77	88	5
5443	21	42	2
5444	75	18	3
5445	65	46	5
5446	55	62	6
5447	52	89	3
5448	64	15	4
5449	96	84	2
5450	93	100	2
5451	37	86	2
5452	95	34	5
5453	84	37	4
5454	70	35	6
5455	24	67	4
5456	96	81	3
5457	11	20	5
5458	54	23	6
5459	24	83	5
5460	76	77	5
5461	18	85	4
5462	58	86	3
5463	70	79	2
5464	23	84	2
5465	61	14	3
5466	38	19	3
5467	96	23	5
5468	23	20	5
5469	54	49	4
5470	29	30	6
5471	32	23	2
5472	41	32	6
5473	69	82	6
5474	60	17	4
5475	68	42	5
5476	44	24	4
5477	38	91	2
5478	84	88	6
5479	89	10	3
5480	100	61	2
5481	82	11	4
5482	41	70	6
5483	85	24	5
5484	74	75	3
5485	13	18	6
5486	61	78	6
5487	19	86	6
5488	34	84	4
5489	38	22	6
5490	41	84	2
5491	10	71	2
5492	48	92	6
5493	48	63	6
5494	78	63	6
5495	39	58	6
5496	78	88	2
5497	48	61	3
5498	24	43	3
5499	48	77	5
5500	65	46	6
5501	17	36	6
5502	15	62	5
5503	29	78	5
5504	30	16	3
5505	81	62	5
5506	62	69	6
5507	52	64	5
5508	64	45	5
5509	59	76	5
5510	82	85	4
5511	48	18	6
5512	18	21	4
5513	22	13	4
5514	84	100	2
5515	97	22	6
5516	16	43	3
5517	98	59	4
5518	78	11	2
5519	23	64	3
5520	16	60	6
5521	57	98	5
5522	26	24	2
5523	45	36	2
5524	86	53	2
5525	67	80	2
5526	12	75	3
5527	24	49	3
5528	10	87	5
5529	72	43	5
5530	13	34	2
5531	45	52	2
5532	49	72	3
5533	24	81	3
5534	90	63	2
5535	93	84	6
5536	66	49	4
5537	11	42	3
5538	22	92	5
5539	84	29	2
5540	18	71	3
5541	23	42	4
5542	84	30	2
5543	81	32	5
5544	16	33	3
5545	78	29	5
5546	59	86	6
5547	78	79	5
5548	28	30	2
5549	28	43	3
5550	87	96	6
5551	54	61	5
5552	84	30	4
5553	54	45	6
5554	33	80	3
5555	17	16	2
5556	51	100	6
5557	21	12	3
5558	44	91	2
5559	19	32	6
5560	18	69	6
5561	36	66	4
5562	95	38	2
5563	62	74	3
5564	34	69	6
5565	71	52	2
5566	54	44	2
5567	70	51	3
5568	26	100	6
5569	62	84	5
5570	87	34	3
5571	71	76	3
5572	99	84	2
5573	60	99	6
5574	95	40	5
5575	20	71	6
5576	32	27	3
5577	17	84	4
5578	36	87	6
5579	36	69	3
5580	14	24	6
5581	53	56	6
5582	30	33	4
5583	76	54	6
5584	70	45	2
5585	14	53	3
5586	77	78	5
5587	37	72	5
5588	65	84	3
5589	18	32	6
5590	30	69	5
5591	69	68	4
5592	80	83	6
5593	95	24	6
5594	21	40	6
5595	21	76	5
5596	38	34	3
5597	66	33	5
5598	22	42	4
5599	65	74	5
5600	31	80	2
5601	35	22	5
5602	20	59	4
5603	66	39	4
5604	84	57	2
5605	28	13	4
5606	100	56	5
5607	43	84	4
5608	59	18	4
5609	100	80	6
5610	87	62	2
5611	56	99	6
5612	86	52	2
5613	24	68	2
5614	28	66	6
5615	50	25	6
5616	11	38	5
5617	73	84	5
5618	36	99	4
5619	36	82	3
5620	32	17	4
5621	72	41	2
5622	38	41	6
5623	55	68	6
5624	50	51	5
5625	10	65	5
5626	16	73	4
5627	92	89	4
5628	16	67	6
5629	44	15	5
5630	94	51	5
5631	19	22	3
5632	90	83	3
5633	27	28	6
5634	34	36	4
5635	46	84	6
5636	24	94	6
5637	99	22	4
5638	28	86	5
5639	34	21	5
5640	88	58	5
5641	12	87	4
5642	86	43	5
5643	52	15	5
5644	30	92	4
5645	28	23	5
5646	85	42	3
5647	34	16	5
5648	22	96	4
5649	38	13	6
5650	44	73	3
5651	18	68	2
5652	66	74	3
5653	48	17	4
5654	78	93	2
5655	41	24	3
5656	62	67	6
5657	73	42	6
5658	62	95	6
5659	74	15	5
5660	80	61	2
5661	22	87	2
5662	84	44	4
5663	22	19	3
5664	96	67	3
5665	32	71	2
5666	46	70	3
5667	66	13	2
5668	92	69	6
5669	97	86	4
5670	92	16	4
5671	86	65	4
5672	84	13	2
5673	58	56	5
5674	44	16	4
5675	25	70	3
5676	60	14	4
5677	33	62	2
5678	89	16	5
5679	82	58	2
5680	86	23	4
5681	12	60	5
5682	81	30	4
5683	57	88	3
5684	32	62	6
5685	20	29	4
5686	90	15	5
5687	11	50	2
5688	50	55	2
5689	30	93	2
5690	70	45	5
5691	63	24	4
5692	36	95	6
5693	27	82	3
5694	16	55	3
5695	57	86	4
5696	82	87	5
5697	76	59	6
5698	22	83	3
5699	51	22	2
5700	56	15	4
5701	91	46	4
5702	13	80	6
5703	32	67	6
5704	24	37	3
5705	94	47	3
5706	22	85	3
5707	98	56	6
5708	68	41	5
5709	81	40	4
5710	86	12	6
5711	14	93	4
5712	88	93	2
5713	44	65	5
5714	88	65	4
5715	27	74	2
5716	96	61	3
5717	35	86	5
5718	76	71	2
5719	73	18	2
5720	44	20	5
5721	56	69	4
5722	62	100	4
5723	16	14	6
5724	30	49	3
5725	33	36	5
5726	77	30	4
5727	93	100	5
5728	80	86	2
5729	62	88	3
5730	50	35	6
5731	76	80	5
5732	19	64	4
5733	60	11	2
5734	26	52	5
5735	44	89	5
5736	87	44	4
5737	75	78	4
5738	15	52	2
5739	58	12	5
5740	30	13	5
5741	96	73	2
5742	82	31	2
5743	30	85	2
5744	13	100	5
5745	90	87	6
5746	44	71	2
5747	80	53	2
5748	36	94	6
5749	28	53	4
5750	11	30	3
5751	28	45	6
5752	57	92	5
5753	96	43	5
5754	97	44	3
5755	66	62	2
5756	31	98	4
5757	99	76	5
5758	85	48	6
5759	12	69	6
5760	90	95	5
5761	12	21	6
5762	63	90	4
5763	80	58	5
5764	83	98	4
5765	56	53	2
5766	49	80	6
5767	75	42	4
5768	88	50	4
5769	89	18	4
5770	40	85	3
5771	11	66	4
5772	98	33	5
5773	38	58	3
5774	57	86	6
5775	53	98	2
5776	79	98	2
5777	78	53	6
5778	87	74	3
5779	21	36	2
5780	71	26	4
5781	73	48	4
5782	59	34	5
5783	68	93	6
5784	17	100	5
5785	61	100	3
5786	92	15	3
5787	70	63	2
5788	35	88	5
5789	50	93	5
5790	71	76	4
5791	98	37	4
5792	47	56	5
5793	18	54	2
5794	55	50	2
5795	72	34	6
5796	32	62	3
5797	90	57	4
5798	78	30	6
5799	27	36	3
5800	26	35	6
5801	59	14	5
5802	27	32	6
5803	87	42	2
5804	40	83	4
5805	10	60	4
5806	52	19	5
5807	100	35	2
5808	40	80	2
5809	78	74	2
5810	21	96	5
5811	43	42	6
5812	98	94	5
5813	84	75	3
5814	21	18	2
5815	11	16	3
5816	38	21	4
5817	36	12	3
5818	100	19	4
5819	96	70	6
5820	94	19	6
5821	80	25	5
5822	14	74	5
5823	96	30	3
5824	42	53	4
5825	22	22	6
5826	30	61	5
5827	77	52	5
5828	33	72	2
5829	96	31	6
5830	66	49	4
5831	47	46	6
5832	58	90	2
5833	60	68	4
5834	16	39	5
5835	48	17	3
5836	93	46	5
5837	15	90	5
5838	58	69	6
5839	29	70	3
5840	56	30	3
5841	57	88	6
5842	43	20	3
5843	88	79	6
5844	28	66	2
5845	36	82	2
5846	54	26	6
5847	70	71	4
5848	86	33	3
5849	26	99	4
5850	44	14	3
5851	43	52	2
5852	36	33	2
5853	69	48	6
5854	96	89	3
5855	43	32	5
5856	39	50	4
5857	68	44	6
5858	97	54	5
5859	83	74	5
5860	64	63	5
5861	49	46	6
5862	15	30	2
5863	41	72	2
5864	53	36	3
5865	13	82	3
5866	66	14	5
5867	46	65	6
5868	90	53	2
5869	74	93	3
5870	15	64	2
5871	88	34	2
5872	12	81	6
5873	99	26	4
5874	86	32	6
5875	87	80	4
5876	45	84	3
5877	53	58	4
5878	91	48	6
5879	96	67	6
5880	73	54	3
5881	63	34	6
5882	82	90	5
5883	37	96	4
5884	65	26	2
5885	42	23	3
5886	85	58	2
5887	32	50	2
5888	22	95	3
5889	78	16	4
5890	15	64	2
5891	48	65	3
5892	52	61	6
5893	40	47	6
5894	69	30	4
5895	45	76	4
5896	44	39	4
5897	23	46	5
5898	18	35	6
5899	64	83	5
5900	48	73	3
5901	62	21	5
5902	26	41	3
5903	45	12	5
5904	19	30	3
5905	56	25	4
5906	34	26	6
5907	94	78	3
5908	24	34	5
5909	60	10	6
5910	50	78	3
5911	99	16	4
5912	12	71	3
5913	100	31	2
5914	36	62	4
5915	32	16	2
5916	65	24	5
5917	64	83	3
5918	81	18	3
5919	98	20	4
5920	93	40	3
5921	11	68	5
5922	80	71	6
5923	74	53	6
5924	52	83	3
5925	45	70	2
5926	88	44	5
5927	88	83	5
5928	15	14	2
5929	66	77	4
5930	50	86	5
5931	78	83	4
5932	68	29	5
5933	74	41	2
5934	32	59	3
5935	53	62	6
5936	20	22	6
5937	42	38	2
5938	14	14	5
5939	46	76	5
5940	10	57	4
5941	50	66	6
5942	55	46	3
5943	30	72	6
5944	91	14	6
5945	25	50	5
5946	38	67	4
5947	18	37	2
5948	23	38	2
5949	86	40	4
5950	22	16	5
5951	62	69	3
5952	98	45	4
5953	88	99	5
5954	53	50	2
5955	56	69	2
5956	84	52	6
5957	10	73	6
5958	80	54	4
5959	18	72	2
5960	29	56	5
5961	36	46	2
5962	40	35	6
5963	51	40	5
5964	22	67	4
5965	26	57	4
5966	65	54	5
5967	91	70	3
5968	72	74	2
5969	12	32	5
5970	35	64	4
5971	33	72	3
5972	49	72	6
5973	82	49	5
5974	50	72	3
5975	72	92	3
5976	97	58	4
5977	65	32	5
5978	46	37	6
5979	18	15	2
5980	50	73	3
5981	21	18	6
5982	20	71	6
5983	68	92	6
5984	81	88	2
5985	85	52	2
5986	19	68	5
5987	19	48	4
5988	77	10	5
5989	62	49	3
5990	94	77	5
5991	30	85	6
5992	37	32	4
5993	86	92	2
5994	28	92	5
5995	41	14	3
5996	84	63	6
5997	33	86	5
5998	76	26	6
5999	94	61	6
6000	54	51	4
6001	20	14	3
6002	69	62	5
6003	54	79	4
6004	83	42	6
6005	23	96	6
6006	100	12	4
6007	72	46	4
6008	67	22	6
6009	28	71	6
6010	16	47	4
6011	34	83	2
6012	98	79	6
6013	13	84	4
6014	41	60	5
6015	56	100	4
6016	25	68	5
6017	53	98	3
6018	44	55	2
6019	74	41	2
6020	19	38	2
6021	92	30	3
6022	29	30	2
6023	44	52	6
6024	77	12	6
6025	58	95	2
6026	40	22	3
6027	95	94	3
6028	82	64	4
6029	78	17	5
6030	48	38	5
6031	81	46	3
6032	50	23	6
6033	84	83	2
6034	100	70	2
6035	15	96	2
6036	100	94	3
6037	52	79	5
6038	87	70	5
6039	56	73	6
6040	86	17	5
6041	92	45	4
6042	22	70	2
6043	56	79	6
6044	15	34	5
6045	61	14	4
6046	95	34	6
6047	74	24	5
6048	29	32	4
6049	24	80	6
6050	53	82	4
6051	16	55	2
6052	35	42	4
6053	96	87	4
6054	44	89	2
6055	56	81	6
6056	66	90	3
6057	16	75	5
6058	58	92	2
6059	66	19	3
6060	80	55	5
6061	54	36	4
6062	24	25	6
6063	19	100	2
6064	70	81	5
6065	14	22	5
6066	25	28	2
6067	32	89	2
6068	100	37	6
6069	58	96	3
6070	59	30	5
6071	94	10	3
6072	52	80	5
6073	92	78	5
6074	78	33	5
6075	100	43	5
6076	92	96	4
6077	46	39	6
6078	42	85	5
6079	78	40	3
6080	60	59	2
6081	18	92	6
6082	47	40	2
6083	73	20	5
6084	40	60	4
6085	14	29	3
6086	37	62	4
6087	70	18	6
6088	41	54	5
6089	99	46	4
6090	26	32	2
6091	18	41	2
6092	63	34	3
6093	96	31	6
6094	40	55	3
6095	44	79	5
6096	66	36	5
6097	30	95	6
6098	84	57	4
6099	28	15	4
6100	94	73	2
6101	58	66	2
6102	46	97	4
6103	42	26	6
6104	22	91	2
6105	81	100	6
6106	63	22	3
6107	16	77	2
6108	59	58	5
6109	47	32	6
6110	38	25	6
6111	28	62	2
6112	85	46	2
6113	40	14	6
6114	100	53	2
6115	67	46	6
6116	92	64	5
6117	71	70	3
6118	94	54	6
6119	77	90	2
6120	59	54	5
6121	88	67	3
6122	35	84	6
6123	64	51	2
6124	79	84	5
6125	98	75	2
6126	84	45	4
6127	88	19	6
6128	68	43	3
6129	26	24	3
6130	38	14	5
6131	51	96	6
6132	70	12	4
6133	40	47	5
6134	56	11	6
6135	26	17	3
6136	61	12	3
6137	50	49	5
6138	90	13	5
6139	54	64	2
6140	47	34	4
6141	79	94	4
6142	68	84	3
6143	56	90	4
6144	62	52	5
6145	82	33	6
6146	27	72	3
6147	20	59	5
6148	71	30	5
6149	40	18	2
6150	23	66	6
6151	30	87	5
6152	69	84	5
6153	90	57	3
6154	38	29	3
6155	36	24	2
6156	30	19	6
6157	14	95	4
6158	70	99	6
6159	59	80	4
6160	85	76	5
6161	31	50	3
6162	98	71	4
6163	61	14	2
6164	70	38	4
6165	42	44	5
6166	67	78	2
6167	25	38	3
6168	61	90	2
6169	70	37	5
6170	72	29	2
6171	18	55	4
6172	70	88	2
6173	15	62	3
6174	30	35	2
6175	61	34	4
6176	98	33	2
6177	82	65	6
6178	63	78	4
6179	78	82	3
6180	80	57	2
6181	48	38	4
6182	42	10	2
6183	45	96	6
6184	88	22	3
6185	47	60	4
6186	72	97	3
6187	66	15	4
6188	14	29	6
6189	30	85	5
6190	43	66	3
6191	47	38	2
6192	43	92	6
6193	51	10	2
6194	14	16	2
6195	64	80	2
6196	30	28	3
6197	43	50	2
6198	32	34	3
6199	83	78	3
6200	67	62	2
6201	58	87	3
6202	37	72	5
6203	71	46	2
6204	86	100	3
6205	30	18	2
6206	99	88	5
6207	67	58	4
6208	90	55	3
6209	14	28	6
6210	20	71	3
6211	80	67	3
6212	82	59	4
6213	48	39	2
6214	28	11	3
6215	62	97	2
6216	97	16	3
6217	18	82	5
6218	54	85	5
6219	94	59	5
6220	52	43	6
6221	75	18	3
6222	54	75	2
6223	84	93	3
6224	97	86	4
6225	71	98	4
6226	70	74	2
6227	69	48	5
6228	52	16	5
6229	58	36	5
6230	34	93	5
6231	84	77	5
6232	37	30	4
6233	27	16	4
6234	24	39	5
6235	58	85	4
6236	26	79	3
6237	74	56	2
6238	36	88	4
6239	66	74	4
6240	35	26	6
6241	86	85	4
6242	86	88	3
6243	14	93	4
6244	15	28	6
6245	47	88	6
6246	18	29	3
6247	53	24	5
6248	36	44	3
6249	10	69	5
6250	20	42	6
6251	28	79	4
6252	32	37	4
6253	31	96	4
6254	14	74	5
6255	14	29	2
6256	32	33	4
6257	64	63	5
6258	68	25	3
6259	78	58	5
6260	22	23	3
6261	31	90	2
6262	98	67	6
6263	38	29	3
6264	57	14	5
6265	81	16	2
6266	98	77	2
6267	94	75	4
6268	84	32	6
6269	17	68	4
6270	46	24	3
6271	92	14	5
6272	46	25	4
6273	22	54	4
6274	92	86	3
6275	79	46	4
6276	44	47	6
6277	18	97	2
6278	15	10	4
6279	10	91	4
6280	64	61	3
6281	53	60	3
6282	51	94	6
6283	45	92	4
6284	78	22	4
6285	76	14	5
6286	57	46	4
6287	30	33	5
6288	100	63	3
6289	97	20	4
6290	50	57	5
6291	87	70	3
6292	59	74	6
6293	96	99	2
6294	28	87	3
6295	66	97	3
6296	100	43	6
6297	99	98	4
6298	30	52	2
6299	59	12	3
6300	85	58	5
6301	16	39	4
6302	28	22	2
6303	45	50	5
6304	20	25	6
6305	64	15	3
6306	30	41	4
6307	94	60	4
6308	46	78	6
6309	24	90	6
6310	78	14	4
6311	20	33	4
6312	62	54	2
6313	90	46	6
6314	48	57	2
6315	78	38	5
6316	26	40	6
6317	61	40	3
6318	33	28	4
6319	71	26	4
6320	14	25	4
6321	92	85	4
6322	40	93	2
6323	72	43	2
6324	26	83	5
6325	92	34	2
6326	58	63	2
